Title,Description,Link,Published Date
Steve Albini obituary,"<p>Frontman for ‘noise rock’ bands Big Black and Shellac acclaimed for his production of albums by Nirvana, Pixies and PJ Harvey</p><p>Steve Albini, the musician and frontman of the alternative rock bands Big Black and Shellac, who has died from a heart attack aged 61, was more widely known for his huge list of credits as a producer, or – as he preferred to be called – recording engineer, of albums by independent artists from the mid-1980s to the present.</p><p>Notable recordings bearing the Albini imprint include Pixies’ Surfer Rosa (1988), the Breeders’ Pod (1990), PJ Harvey’s Rid of Me (1993), the Auteurs’ After Murder Park (1996) and Manic Street Preachers’ Journal for Plague Lovers (2009). He collaborated with Robert Plant and Jimmy Page on Walking Into Clarksdale (1998), recorded The Weirdness with punk pioneers the Stooges (2007), and worked with Cheap Trick and the B52s’ Fred Schneider, but sought to treat unknown acts and superstars equally.</p> <a href=""https://www.theguardian.com/music/2024/may/10/steve-albini-obituary"">Continue reading...</a>",https://www.theguardian.com/music/2024/may/10/steve-albini-obituary,2024-05-10 17:26:01
‘Really dystopian’: why was there no mention of Gaza at the Met Gala?,"<p>Courage of celebrities called into question as key fashion event passes devoid of political statement</p><p>As pro-Palestinian protests unfolded blocks away and Israel carried out airstrikes on Rafah, the Met Gala took place in New York on Monday evening devoid of political statement.</p><p>Attenders wore dramatic dresses made of sand or tens of thousands of crystals, had teams of helpers lug heavy trains and wore suits <a href=""https://x.com/jayrayner1/status/1787892319011635308"">akin to three-seater sofas</a>. Yet any sartorial statement about what was happening beyond the red carpet was absent. The nearby chants of protesters did nothing to pierce the vacuum.</p> <a href=""https://www.theguardian.com/fashion/article/2024/may/10/really-dystopian-why-was-there-no-mention-of-gaza-at-the-met-gala"">Continue reading...</a>",https://www.theguardian.com/fashion/article/2024/may/10/really-dystopian-why-was-there-no-mention-of-gaza-at-the-met-gala,2024-05-10 12:59:53
I’m ignored when I try to chat to people. How can I improve my conversation skills? | Ask Annalisa Barbieri,"<p>Fruitful exchanges require input from two people. Listen carefully to what others are saying and use feelings, rather than facts, to connect</p><p><strong>How do you do conversation? I don’t understand how it works. I can only ever communicate factual information such as “A coffee and a croissant, please.”</strong></p><p><strong>Other people seem to rattle on about anything and everything, constantly jumping from one </strong><strong>topic to another, but I can never follow. If I ever feel that I have something to contribute and try to join in they simply ignore me or change the subject. If I try to initiate a conversation, for example by </strong><strong>complimenting </strong><strong>someone on their obviously expensive camera, </strong><strong>they will initially respond but after about 60 seconds turn away as soon as they realise that I am “trying to make conversation</strong><strong>”.</strong></p> <a href=""https://www.theguardian.com/lifeandstyle/article/2024/may/10/im-ignored-when-i-try-to-chat-to-people-how-can-i-improve-my-conversation-skills"">Continue reading...</a>",https://www.theguardian.com/lifeandstyle/article/2024/may/10/im-ignored-when-i-try-to-chat-to-people-how-can-i-improve-my-conversation-skills,2024-05-10 13:30:00
"Why far-right groups are disrupting US campus protests: ‘When there’s so much attention, they show up’","<p>Gaza counter-protesters at UCLA took part in anti-LGBTQ+ and anti-vaccine events across southern California, researchers say</p><p>As the University of California, Los Angeles is reeling from a late-night attack on a student protest encampment for Gaza last week, attention is turning to the disparate group of counter-protesters who had rallied against the encampment in the lead-up to the violence, including during <a href=""https://www.theguardian.com/us-news/2024/apr/29/palestinian-israeli-protesters-clash-university-california"">chaotic dueling rallies</a> two days before.</p><p>Many witnesses to the 30 April melee observed that the small group of assailants – many of them masked – did not appear to be students. More than <a href=""https://www.latimes.com/california/story/2024-05-10/how-social-media-rumors-sparked-a-night-of-mayhem-at-ucla"">30 people were injured</a>, according to the Council on American-Islamic Relations (Cair). Authorities are still working to identify the perpetrators, and have not made any arrests.</p> <a href=""https://www.theguardian.com/us-news/article/2024/may/10/college-campus-protests-far-right"">Continue reading...</a>",https://www.theguardian.com/us-news/article/2024/may/10/college-campus-protests-far-right,2024-05-10 17:07:35
A (mostly) scientific ranking of takeout containers – from worst to best for the environment,"<p>One way to mitigate the eco-guilt of a to-go habit is to choose restaurants that serve food in sustainable containers</p><p>Getting restaurant meals to go often comes with a side of guilt: “Did I need to supersize? I should have saved the money and cooked at home<em>.</em><em>”</em> And the final sting, perhaps muttered while hovering over the trash and recycling bins deciding where to toss the empty boxes: “Oh, the waste.”</p><p>Dietary and budgeting concerns notwithstanding, one way to mitigate the environmental impact (or the eco-guilt) of a takeout habit is to choose restaurants that serve their food in more sustainable containers.</p> <a href=""https://www.theguardian.com/environment/article/2024/may/10/best-sustainable-food-containers"">Continue reading...</a>",https://www.theguardian.com/environment/article/2024/may/10/best-sustainable-food-containers,2024-05-10 12:00:06
Coming soon to a Trump trial near you: Michael Cohen,"<p>The biggest news out of Trump’s trial today wasn’t anything said on the witness stand, but who will be on it next week</p><p>The biggest news out of former president <strong>Donald Trump’s</strong> trial today wasn’t anything that was said on the witness stand, but who will be on it next week.</p> <a href=""https://www.theguardian.com/us-news/article/2024/may/10/trump-trial-michael-cohen"">Continue reading...</a>",https://www.theguardian.com/us-news/article/2024/may/10/trump-trial-michael-cohen,2024-05-10 19:05:55
Louisiana supreme court to rehear case on letting child sexual abuse victims sue,"<p>Five justices voted in favor of reconsidering earlier decision to deny permission, which devastated adult survivors of clergy abuse</p><p>Weeks after the Roman Catholic archdiocese of New Orleans was identified as the subject of a <a href=""https://www.theguardian.com/us-news/2024/apr/30/new-orleans-catholic-church-child-sex-trafficking-investigation"">child sex-trafficking investigation</a>, the Louisiana state supreme court has agreed to reconsider its decision to strike down a law that had allowed victims to file civil lawsuits over long-ago abuse.</p><p>Five of the court’s justices <a href=""https://www.lasc.org/opinions/2024/23-1194.CC.action.reh.pdf"">voted</a> in favor of rehearing a case that produced a 4-3 ruling in March, dismaying survivors of the state’s decades-old clergy abuse scandal. The judges voting for a rare rehearing were chief justice John Weimer – who suggested a hearing before the end of May – and associate justices Scott Crichton, William Crain, Jay McCallum and Piper Griffin.</p> <a href=""https://www.theguardian.com/us-news/article/2024/may/10/louisiana-supreme-court-child-sexual-abuse-lawsuit-case"">Continue reading...</a>",https://www.theguardian.com/us-news/article/2024/may/10/louisiana-supreme-court-child-sexual-abuse-lawsuit-case,2024-05-10 19:57:19
Brazil is reeling from catastrophic floods. What went wrong – and what does the future hold?,"<p>In the country’s south, up to half of the annual predicted rain fell in just 10 days – the third such event in a year. Experts say it is time to plan for a new normal</p><ul><li>Photographs by Daniel Marenco</li></ul><p>When the torrential rain began to swallow her city block, Cristiane Batista, 34, grabbed her three children, a couple of backpacks and her smartphone and waited at the door, hoping to be picked up by the municipal trucks preparing to evacuate the population of Muçum, in the state of Rio Grande do Sul, <a href=""https://www.theguardian.com/world/brazil"">Brazil</a>.</p><p>“I was terrified. The house was about to flood. We had to get out of there,” she says.</p> <a href=""https://www.theguardian.com/global-development/article/2024/may/10/brazil-is-reeling-from-catastrophic-floods-what-went-wrong-and-what-does-the-future-hold"">Continue reading...</a>",https://www.theguardian.com/global-development/article/2024/may/10/brazil-is-reeling-from-catastrophic-floods-what-went-wrong-and-what-does-the-future-hold,2024-05-10 11:33:39
‘Police raids are nothing new’: student protesters from 1960s see history repeating itself,"<p>Anti-Vietnam war activists from Tariq Ali to the Weather Underground on the remarkable parallels with today’s pro-Palestinian uprising – and authorities’ responses</p><p>Early last week, days before the NYPD raid, Eleanor Stein poked around the edges of the Gaza Solidarity encampment at Columbia University. The area was the hub of the pro-ceasefire, pro-divestment, pro-Palestinian protest movement that has, in recent weeks, spread across the United States (and, more recently, Canada and the UK). It wasn’t her first time witnessing clashes of protesters and counter-protesters on the lawns of the august Ivy League school.</p><p>In 1968, Stein was one of 700 students arrested at Columbia during protests targeting both the university’s ties to the US military apparatus at the height of the Vietnam war, and the college’s plan to build a segregated gym, at the height of the civil rights movement. “This was really a crisis moment,” Stein, 78, recalls. “Students were taking a moral stand. We were ready to risk our careers, and our lives and our futures, and take a leap into the unknown and say, ‘No. We are not going to budge.’”</p><p>Top: On the mall in front of Low Memorial Library at Columbia University, a young man with a microphone speaks to a crowd of students, faculty and onlookers during a protest in New York, 1968.</p><p>Bottom: Students camp on Columbia University’s campus to protest against the university’s ties with Israel in New York, 22 April 2024.</p> <a href=""https://www.theguardian.com/us-news/article/2024/may/10/vietnam-war-gaza-campus-protests"">Continue reading...</a>",https://www.theguardian.com/us-news/article/2024/may/10/vietnam-war-gaza-campus-protests,2024-05-10 10:00:29
Tourist killings expose fragmentation of organised crime at the heart of Mexico’s extraordinary violence,"<p>The murders of two Australians and an American in Baja California show the shifting and uncertain fault lines of risk in a country where crime and the state often overlap</p><p>The killings of the Australian brothers Callum and Jake Robinson and their American friend, Jack Carter Rhoad, have highlighted the shifting and uncertain fault lines of risk in Mexico, which is simultaneously a major tourism destination and a country with hotspots of extraordinary violence.</p><p>The trio, who in April went missing in the Pacific coast state of Baja California while on a surfing trip, were later found dead, each killed by a gunshot to the head. Mexican authorities believe that they were attacked by people who wanted to steal their car tyres and <a href=""https://www.theguardian.com/world/article/2024/may/05/mexico-bodies-missing-men-police"">were killed upon resisting</a>.</p> <a href=""https://www.theguardian.com/world/article/2024/may/11/mexico-brothers-killings-australians-callum-jake-robinson-jack-carter-rhoad"">Continue reading...</a>",https://www.theguardian.com/world/article/2024/may/11/mexico-brothers-killings-australians-callum-jake-robinson-jack-carter-rhoad,2024-05-10 15:00:22
The Belgian town where families take in people with psychiatric conditions,"<p>Photojournalist Ilvy Njiokiktjien was granted rare access to document the lives of boarders and their foster families in Geel, which has a remarkable, centuries-old tradition of altruistic psychiatric care</p><p>The city of Geel in Belgium has a foster care system for people dealing with mental health issues. These foster families sometimes host their boarders for decades, making them an integral part of the nuclear family. The families see the care they provide as normal, because many know it from their parents, grandparents, aunts and uncles. This system is within the DNA of Geel.</p><p>By fostering in this way the families want to normalise the lives of those with mental illness, treating them not as patients with a diagnosis, to be institutionalised, but as individuals deserving of dignity and inclusion. This way of altruistic psychiatric care has been part of Geel since the 13th century. It started when a church was built for Saint Dymphna, who is the patron saint of mental illness. Because of the construction of the church, pilgrims started flocking to the city. About 2,000 boarders were living with local farmers at that time. They helped with daily tasks. This was the beginning of the foster care system and it is still there, now spanning seven centuries.</p> <a href=""https://www.theguardian.com/society/article/2024/may/10/geel-belgian-town-familes-foster-people-with-psychiatric-conditions"">Continue reading...</a>",https://www.theguardian.com/society/article/2024/may/10/geel-belgian-town-familes-foster-people-with-psychiatric-conditions,2024-05-10 06:00:33
Beloved Cardiff pub demolished in 2012 reopens after brick-by-brick rebuild on new site,"<p>Historic alehouse frequented by a Manic Street Preacher and All Black rugby players reconstructed on edge of Welsh capital</p><p></p><p>For more than a century and a half, the Vulcan Hotel served dockers, railway workers, artists, sports stars, gamblers and dreamers and the demolition in 2012 of this beloved, spit-and-sawdust Cardiff pub felt like a bereavement.</p><p>Twelve years on, the pints are about to flow and the pickled eggs served again after a painstaking project to move the old alehouse brick by brick to a new site and reopen it as a working pub.</p> <a href=""https://www.theguardian.com/uk-news/article/2024/may/10/beloved-cardiff-pub-demolished-in-2012-reopens-after-brick-by-brick-rebuild-on-new-site"">Continue reading...</a>",https://www.theguardian.com/uk-news/article/2024/may/10/beloved-cardiff-pub-demolished-in-2012-reopens-after-brick-by-brick-rebuild-on-new-site,2024-05-10 06:00:32
The true cost of El Salvador’s new gold rush – podcast,"<p>Seven years ago, El Salvador banned all mining for metals to protect its water supply. But now the government seems to be making moves to reverse the ban – and environmental activists are in the firing line. By Danielle Mackey</p> <a href=""https://www.theguardian.com/news/audio/2024/may/10/the-true-cost-of-el-salvadors-new-gold-rush-podcast"">Continue reading...</a>",https://www.theguardian.com/news/audio/2024/may/10/the-true-cost-of-el-salvadors-new-gold-rush-podcast,2024-05-10 04:00:30
Rishi Sunak staggers on – but for how long? – podcast,"<p>The prime minister is another MP down after Natalie Elphicke crossed the floor to join Labour. With the Conservatives trailing by 30 points after heavy local election losses, what options does Rishi Sunak now have? Guardian political correspondent Kiran Stacey tells Helen Pidd what these losses mean for the PM, and looks at what calculation Keir Starmer made in taking in a rightwing Tory</p><p>“None of us sitting in the press gallery were expecting it,” <strong>Kiran Stacey</strong>, the Guardian’s political correspondent, tells <strong>Helen Pidd</strong>.</p><p>On Wednesday, as Rishi Sunak went into the Commons for PMQs, he realised that his party was another MP down. Natalie Elphicke had crossed the floor to join the Labour party, the second MP to do so in 10 days.</p> <a href=""https://www.theguardian.com/news/audio/2024/may/10/rishi-sunak-staggers-on-but-for-how-long-podcast"">Continue reading...</a>",https://www.theguardian.com/news/audio/2024/may/10/rishi-sunak-staggers-on-but-for-how-long-podcast,2024-05-10 02:00:27
The week around the world in 20 pictures,"<p>War in Gaza, floods in Kenya and Brazil, the Olympic flame in Marseille and the Met Gala in New York: <a href=""https://www.instagram.com/_twenty_photos_/"">the last seven days as captured by the world’s leading photojournalists</a></p><p><strong><em>Warning: this gallery contains images that some readers may find distressing</em></strong></p> <a href=""https://www.theguardian.com/artanddesign/gallery/2024/may/10/the-week-around-the-world-in-20-pictures"">Continue reading...</a>",https://www.theguardian.com/artanddesign/gallery/2024/may/10/the-week-around-the-world-in-20-pictures,2024-05-10 19:01:51
Floods in Brazil and the Sussexes in Nigeria: photos of the day – Friday,"<p>The Guardian’s picture editors select some of the most powerful photos from around the world</p> <a href=""https://www.theguardian.com/news/gallery/2024/may/10/floods-brazil-duke-duchess-sussex-nigeria-photos-of-the-day-friday"">Continue reading...</a>",https://www.theguardian.com/news/gallery/2024/may/10/floods-brazil-duke-duchess-sussex-nigeria-photos-of-the-day-friday,2024-05-10 11:40:02
The 2024 Comedy Pet Photo awards – in pictures,"<p>From a dog with kung-fu moves to a headless horse, the <a href=""http://www.comedypetphoto.com/"">Comedy Pet Photo awards</a> choose the finalists. Winners announced on 6 June</p> <a href=""https://www.theguardian.com/world/gallery/2024/may/10/2024-comedy-pet-photo-awards-in-pictures"">Continue reading...</a>",https://www.theguardian.com/world/gallery/2024/may/10/2024-comedy-pet-photo-awards-in-pictures,2024-05-10 09:04:07
Georgian homes for sale in England for Bridgerton fans – in pictures,"<p>From a penthouse in Bath, where much of the Netflix show was filmed, to a grand pile in London that started life as a farmhouse</p> <a href=""https://www.theguardian.com/money/gallery/2024/may/10/georgian-homes-for-sale-in-england-for-bridgerton-fans-in-pictures"">Continue reading...</a>",https://www.theguardian.com/money/gallery/2024/may/10/georgian-homes-for-sale-in-england-for-bridgerton-fans-in-pictures,2024-05-10 06:00:34
From Biggie to Nicki: the most spectacular hip-hop jewelry – in pictures,"<p>A new exhibition at the American Museum of Natural History in New York celebrates the cultural influence of hip-hop through a selection of eye-popping, custom-made jewelry, worn by stars such as Nas, Slick Rick and Tyler, the Creator. ‘It’s time to celebrate the artists, jewelers, craftsmen, and everyday people who contributed to the storied history of hip-hop jewelry,’ said guest curator Vikki Tobak. <a href=""https://www.amnh.org/exhibitions/ice-cold-hip-hop-jewelry"">Ice Cold: an Exhibition of Hip-Hop Jewelry</a> is on display until 5 January 2025</p> <a href=""https://www.theguardian.com/music/gallery/2024/may/10/ice-cold-hip-hop-jewelry-exhibit"">Continue reading...</a>",https://www.theguardian.com/music/gallery/2024/may/10/ice-cold-hip-hop-jewelry-exhibit,2024-05-10 08:26:07
"Week in wildlife – in pictures: an eel gets a shock, bees take Manhattan and a possum on the pitch","<p>The best of this week’s wildlife photographs from around the world</p> <a href=""https://www.theguardian.com/environment/gallery/2024/may/10/week-in-wildlife-in-pictures-an-eel-gets-a-shock-bees-take-manhattan-and-a-possum-on-the-pitch"">Continue reading...</a>",https://www.theguardian.com/environment/gallery/2024/may/10/week-in-wildlife-in-pictures-an-eel-gets-a-shock-bees-take-manhattan-and-a-possum-on-the-pitch,2024-05-10 07:00:35
Is this a real Premier League title race or a skilfully maintained illusion? | Jonathan Liew,"<p>Intrigue, mind games and a credible chance of Manchester City slipping up are all missing from this supposedly epic battle</p><p>Hello, hello. Testing. Is this thing still on? As we head into the penultimate weekend of the Premier League season, a title race does putatively <em>appear</em> to exist. Arsenal are top, a point ahead of Manchester City. City have a game in hand. Mathematically speaking, nothing yet is decided or settled.</p><p>What remains to be seen, of course, is whether this is actually a real title race, or whether we are simply living through a skilfully maintained illusion. After all, it’s almost three months since City dropped points against anybody other than a direct title rival. They haven’t lost in the league since December and are on a run of six straight wins. Three more will be enough to retain the league title. Two will do if Arsenal slip up at&nbsp;Old&nbsp;Trafford on Sunday.</p> <a href=""https://www.theguardian.com/football/article/2024/may/10/premier-league-manchester-city-arsenal-pep-guardiola-mikel-arteta"">Continue reading...</a>",https://www.theguardian.com/football/article/2024/may/10/premier-league-manchester-city-arsenal-pep-guardiola-mikel-arteta,2024-05-10 19:00:05
Novak Djokovic injured by falling bottle after beating Corentin Moutet in Rome,"<ul><li>World No 1 says he is ‘fine’ and ‘this was an accident’</li><li>Katie Boulter loses to Rebecca Sramkova 6-4, 7-6 (8)</li></ul><p>Novak Djokovic received medical treatment after being struck on the head by a bottle while attempting to sign autographs following his opening win at the Italian Open in Rome.</p><p>Djokovic, the top seed, reached the third round with a 6-3, 6-1 win over Corentin Moutet of France. After completing his on-court interview, Djokovic approached fans by the entrance to the court and began signing memorabilia. After Djokovic signed a cap and ticket, a large metal bottle fell at speed on to Djokovic’s head. The Serb fell to the ground, where he remained for around 40 seconds before he was guided away by security guards.</p> <a href=""https://www.theguardian.com/sport/article/2024/may/10/dominic-thiem-retire-tennis-boulter-djokovic-italian-open"">Continue reading...</a>",https://www.theguardian.com/sport/article/2024/may/10/dominic-thiem-retire-tennis-boulter-djokovic-italian-open,2024-05-10 20:53:36
‘A lot of emotions’: Kylian Mbappé confirms he will leave PSG in summer,"<ul><li>Mbappé’s final home game will be against Toulouse on Sunday</li><li>‘I haven’t always lived up to your love,’ France star tells fans</li></ul><p>Kylian Mbappé has confirmed he will leave Paris Saint-Germain at the end of the season. The forward released a video on social media in which he confirmed the news many fans had been expecting, with his contract set to expire this summer.</p><p>Addressing the club’s supporters, Mbappé said: “I wanted to announce to you all that it’s my last year at Paris Saint-Germain. I will not extend [my contract] and the adventure will come to an end in a few weeks.” PSG host Toulouse on Sunday and the 25-year-old said the Ligue 1 game will be “my last at the Parc des Princes” after seven years in the French capital.</p> <a href=""https://www.theguardian.com/football/article/2024/may/10/kylian-mbappe-announces-leaving-psg"">Continue reading...</a>",https://www.theguardian.com/football/article/2024/may/10/kylian-mbappe-announces-leaving-psg,2024-05-10 18:37:22
Mauricio Pochettino insists he will have say on Chelsea future at end of season,"<ul><li>Manager says ‘too many rumours’ have affected people at club</li><li>Pochettino: ‘People assume it’s one side that takes the decision’</li></ul><p>Mauricio Pochettino has suggested he would walk away from Chelsea if he were unhappy and his end-of-season job review will not only be about whether the club’s owners want to keep him.</p><p>The manager, who takes his improving team to Nottingham Forest on Saturday in the hunt for a Europa League finish, moved to take control of a storyline that has developed in intensity over recent months and which he said had affected people at the club – albeit not the players.</p> <a href=""https://www.theguardian.com/football/article/2024/may/10/mauricio-pochettino-chelsea-todd-boehly"">Continue reading...</a>",https://www.theguardian.com/football/article/2024/may/10/mauricio-pochettino-chelsea-todd-boehly,2024-05-10 21:30:08
"Abramovich loans fund owner of Dutch football club, leaked documents suggest","<p>Files indicate oligarch enabled Valery Oyf to take over Vitesse Arnhem, raising fresh questions about his influence on football</p><ul><li><a href=""https://www.theguardian.com/football/article/2024/may/10/geopolitics-vitesse-arnhem-chelsea-b-roman-abramovich-associates"">How ‘Chelsea B’ were swallowed by Abramovich associates</a></li></ul><p>The owner of a leading Dutch football club has funded it with loans from Roman Abramovich, leaked documents suggest, fuelling questions about the continued influence the Russian oligarch, under sanctions from the EU and UK, still has on football.</p><p>Details of the arrangement involving Valery Oyf, who took over ownership of Vitesse Arnhem in 2018, have been uncovered by the Guardian and the Bureau of Investigative Journalism (TBIJ).</p> <a href=""https://www.theguardian.com/football/article/2024/may/10/roman-abramovich-loans-fund-dutch-football-club-vitesse-arnhem-valery-oyf"">Continue reading...</a>",https://www.theguardian.com/football/article/2024/may/10/roman-abramovich-loans-fund-dutch-football-club-vitesse-arnhem-valery-oyf,2024-05-10 14:00:20
Conor Benn’s suspension reimposed after Ukad and boxing board appeals,"<ul><li>Ukad appealed anti-doping panel’s decision to clear Benn</li><li>British boxer failed two voluntary drug tests in 2022</li></ul><p>The British welterweight Conor Benn has had a provisional suspension reimposed after successful appeals by UK Anti-Doping (Ukad) and the British Boxing Board of Control (BBBoC).</p><p>Ukad had appealed against the independent <a href=""https://www.theguardian.com/sport/2023/jul/28/conor-benn-boxing-ukad-drugs-tests"">National Anti-Doping Panel’s decision to clear Benn</a> after he failed two voluntary drug tests in 2022 and was then suspended in March 2023.</p> <a href=""https://www.theguardian.com/sport/article/2024/may/10/conor-benn-suspension-ukad-british-boxing-board"">Continue reading...</a>",https://www.theguardian.com/sport/article/2024/may/10/conor-benn-suspension-ukad-british-boxing-board,2024-05-10 22:40:30
Giro d’Italia 2024: Tadej Pogacar leaves rivals flailing with time-trial dominance,"<ul><li>Slovenian wins stage seven, with Filippo Ganna in second place</li><li>Pogacar now already leads race by two minutes and 36 seconds</li></ul><p>Tadej Pogacar of UAE Team Emirates produced an individual time-trial masterclass to win stage seven of the Giro d’Italia, crushing the opposition on the 40.6km route from Foligno to Perugia after Filippo Ganna had set the pace.</p><p>Ineos Grenadiers’ Italian rider Ganna had set a time of 52min 1sec and looked set to win the stage when Pogacar found himself behind after the second intermediate checkpoint. However, the Slovenian made up time on the brutal climb to the finish line and ultimately crossed the line at 51:44, punching the air as he went 17sec faster than Ganna to extend his overall lead and retain the <em>maglia rosa</em>.</p> <a href=""https://www.theguardian.com/sport/article/2024/may/10/giro-ditalia-2024-tadej-pogacar-time-trial-dominance-cycling"">Continue reading...</a>",https://www.theguardian.com/sport/article/2024/may/10/giro-ditalia-2024-tadej-pogacar-time-trial-dominance-cycling,2024-05-10 15:52:32
Say cheese: Owen over the moon after Zoffee claims landmark Chester Cup,"<p>Triumph for locally trained horse, narrowly denied last year, was the ideal result on this unique race’s 200th anniversary </p><p>The trophy – and the 30lb Cheshire cheese that comes with it – were handed to Alan Peterson, the owner of Zoffee, after the Chester Cup here on Friday, but it was a sign of how much this unique race means to the locals that Michael Owen, the landlord of Manor House Stables where Zoffee is trained by Hugo Palmer, was celebrating as if he had just scored the winner in an FA Cup final. “That’s pretty much a lifelong dream to win that race,” Owen said. “I said to the owner before the race: ‘I know it’s your horse, but they’re all mine at Manor House,’ that’s how it feels.”</p><p>Victory for a yard that was built from scratch by one of Chester’s most famous sons was, in many respects, the ideal result in a race that marked the Chester Cup’s 200th anniversary.</p> <a href=""https://www.theguardian.com/sport/article/2024/may/10/chester-cup-michael-owen-zoffee-hugo-palmer"">Continue reading...</a>",https://www.theguardian.com/sport/article/2024/may/10/chester-cup-michael-owen-zoffee-hugo-palmer,2024-05-10 17:55:33
Flavor Flav tapped as hype man for US women’s water polo team at Paris Olympics,"<ul><li>US women’s water polo team enlists rap icon as hype man</li><li>Americans are targeting unprecedented fourth straight gold</li></ul><p>Maggie Steffens asked for more support for the US women’s water polo team, and the captain received one particularly surprising response.</p><p>From a clock-wearing rap icon.</p> <a href=""https://www.theguardian.com/sport/article/2024/may/10/usa-women-water-polo-team-flavor-flav"">Continue reading...</a>",https://www.theguardian.com/sport/article/2024/may/10/usa-women-water-polo-team-flavor-flav,2024-05-10 20:51:22
Jimmy Anderson is the harbinger of summer and England will never have another | Andy Bull,"<p>Record wicket-taker has played a fifth of all England’s Tests, and the absence of his guile and skill will take some getting used to</p><p>The day Fred Trueman took his 300th Test wicket, they asked him if he thought anyone would ever beat his record. “Aye,” Trueman said, “but whoever does it will be bloody tired.” Well, three dozen have in the 60 years since, nine of them were spinners, a craft with its own particular pains and difficulties, but it’s the 27 fast bowlers among them who know, deep in their own bones, the kind of tiredness Trueman was talking about. There’s Dennis Lillee on 355, Wasim Akram on 414, Glenn McGrath on 563, Stuart Broad on 604, and then, off beyond the lot of them, Jimmy Anderson, on 700 and&nbsp;counting.</p><p>Anderson has <a href=""https://www.theguardian.com/sport/article/2024/may/10/jimmy-anderson-end-test-cricket-career-england-brendon-mccullum"">one last summer of Test cricket</a> ahead of him; chances are there are not many wickets left to add. There may be a farewell Test, or three, perhaps one at his home ground of Old Trafford, where he already has an end named after him. He will have a shot at beating Shane Warne’s total of 708 Test wickets and taking second place on the all-time list behind Muttiah Muralitharan. After that, England will bank on their younger, faster bowlers and beat on towards the Ashes without him.</p> <a href=""https://www.theguardian.com/sport/article/2024/may/10/jimmy-anderson-harbinger-of-summer-never-be-another-england-test-cricket"">Continue reading...</a>",https://www.theguardian.com/sport/article/2024/may/10/jimmy-anderson-harbinger-of-summer-never-be-another-england-test-cricket,2024-05-10 16:24:45
Premiership roundup: Bath and Sale keep playoff hopes alive with victories,"<ul><li>Bath fend off bottom side Newcastle with 28-17 victory</li><li>Tom O’Flaherty caps Sale’s bonus-point win at Leicester</li></ul><p><strong>Bath</strong> moved a step closer to the Premiership playoffs with a 28-17 win over rock-bottom <strong>Newcastle</strong> at Kingston Park. The away side secured the attacking bonus point in a rampant first half – Thomas du Toit, Ben Spencer, Joe Cokanasiga and Matt Gallagher all scoring tries – with only Jamie Blamire’s double providing respite for their opponents.</p><p>Finn Russell, returning after a groin injury, was imperious from the tee, nailing all four conversions to give his side a commanding 28-10 lead at half-time. Sam Stuart’s try after the interval was reward for a spirited display from the home side, who stopped Bath from adding any points to their first-half haul – but there was no comeback for the crowd to savour, with Bath moving second.</p> <a href=""https://www.theguardian.com/sport/article/2024/may/10/premiership-rugby-union-bath-newcastle-sale-leicester"">Continue reading...</a>",https://www.theguardian.com/sport/article/2024/may/10/premiership-rugby-union-bath-newcastle-sale-leicester,2024-05-10 22:20:57
Jimmy Anderson to end Test career this summer as England look to future,"<ul><li>McCullum tells Anderson in person on whistle-stop UK visit</li><li>Record-breaking seamer will make way for next generation</li></ul><p>Jimmy Anderson is set to bring the curtain down on his record-breaking England career this summer after face-to-face talks with the head coach, Brendon McCullum.</p><p>The Guardian understands McCullum recently made a whistle-stop five-day visit to the UK, travelling 11,000 miles from his home in New Zealand to meet Anderson and tell him in person, over a round of golf, that the Test team is looking to the future.</p> <a href=""https://www.theguardian.com/sport/article/2024/may/10/jimmy-anderson-end-test-cricket-career-england-brendon-mccullum"">Continue reading...</a>",https://www.theguardian.com/sport/article/2024/may/10/jimmy-anderson-end-test-cricket-career-england-brendon-mccullum,2024-05-10 16:00:02
County cricket: Roderick and Worcestershire pay tribute to Josh Baker – as it happened,"<p>Gareth Roderick paid tribute to Josh Baker after hitting a century on a poignant return to the field for Worcestershire</p><p><strong>Agar, paint dabbed on his nose, is</strong> looking to do to Worcestershire, what he did to Lancashire last week. Lancashire, meanwhile, are 6-0 against Notts, boosted by the return of Saqib Mahmood – with Nathan Lyon taking a round off this week.</p><p><strong>Canterbury looks beautiful on the live stream,</strong> lime grass and sunshine. Worcestershire and Kent lined up before play on the boundary edge to remember Josh Baker, the talented and much-loved 20 year old Worcestershire spinner who died just over a week ago. Silence, then a minute’s applause.</p> <a href=""https://www.theguardian.com/sport/live/2024/may/10/county-cricket-surrey-v-warwickshire-hampshire-v-durham-and-more-live"">Continue reading...</a>",https://www.theguardian.com/sport/live/2024/may/10/county-cricket-surrey-v-warwickshire-hampshire-v-durham-and-more-live,2024-05-10 18:38:06
